Computer,source,EventID,UtcTime,DestinationIp,Protocol,DestinationPort,Image,CommandLine,ParentCommandLine
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:32.228",,,,"C:\Windows\System32\wbem\unsecapp.exe","C:\Windows\system32\wbem\unsecapp.exe -Embedding","C:\Windows\system32\svchost.exe -k DcomLaunch -p"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",5,"2021-11-21 12:57:33.059",,,,"C:\Users\pc01-user\Downloads\Sysmon64.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:40.486",,,,"C:\Windows\System32\consent.exe","consent.exe 484 422 00000190401A2040","C:\Windows\system32\svchost.exe -k netsvcs -p"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.925",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:40.889",,,,"C:\Windows\System32\mmc.exe","""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\services.msc"" ","C:\Windows\Explorer.EXE"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",22,"2021-11-21 12:57:44.978",,,,"C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:50.681",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service","C:\Windows\system32\services.exe"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:52.075",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _RAW_envvars","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:52.315",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _RAW_envvars","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _RAW_envvars"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:52.418",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal_extra_splunkd_service_args","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:52.431",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal_extra_splunkd_service_args","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal_extra_splunkd_service_args"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:52.458",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool web list settings --no-log","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal_extra_splunkd_service_args"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:52.478",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  web list settings --no-log","C:\Windows\system32\cmd.exe /c btool web list settings --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:52.499",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool web list settings --no-log","btool  web list settings --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:53.511",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool server list general --no-log","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal_extra_splunkd_service_args"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:53.529",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  server list general --no-log","C:\Windows\system32\cmd.exe /c btool server list general --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:53.545",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list general --no-log","btool  server list general --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:54.579",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool server list kvstore --no-log","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal_extra_splunkd_service_args"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:54.596",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  server list kvstore --no-log","C:\Windows\system32\cmd.exe /c btool server list kvstore --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:54.615",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list kvstore --no-log","btool  server list kvstore --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:55.549",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool server list watchdog --no-log","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal_extra_splunkd_service_args"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.210",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.211",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.211",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:55.562",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  server list watchdog --no-log","C:\Windows\system32\cmd.exe /c btool server list watchdog --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:55.573",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list watchdog --no-log","btool  server list watchdog --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:56.669",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal pre-flight-checks --answer-yes --no-prompt 2&gt;&amp;1","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:56.692",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt ","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal pre-flight-checks --answer-yes --no-prompt 2&gt;&amp;1"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:56.730",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" generate-ssl","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.212",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.213",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.213",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.214",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.214",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.215",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.216",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.216",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.216",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:57.772",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" check-license","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:59.263",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" check --no-log","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:59.276",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool check --no-log","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" check --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:00.153",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" validate-strptime --log-warnings","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:00.163",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool validate-strptime --log-warnings","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" validate-strptime --log-warnings"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.218",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.218",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.219",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.219",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.221",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.222",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.223",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.223",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.225",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.225",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:00.890",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" validate-regex --log-warnings","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:00.900",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool validate-regex --log-warnings","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" validate-regex --log-warnings"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:01.625",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd"" check-transforms-keys","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:02.692",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool server list replication_port --no-log","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:02.707",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  server list replication_port --no-log","C:\Windows\system32\cmd.exe /c btool server list replication_port --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:02.719",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list replication_port --no-log","btool  server list replication_port --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:03.443",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool server list general --no-log","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.226",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.227",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.228",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.228",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.228",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.228",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.229",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:03.455",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  server list general --no-log","C:\Windows\system32\cmd.exe /c btool server list general --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:03.467",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list general --no-log","btool  server list general --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:04.182",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal check-xml-files --answer-yes --no-prompt 2&gt;&amp;1","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
